33989,465930
486265,283044
3932,481346
716639,804418
392183,489443
726516,522557
480268,931495
624244,518469
681049,777037
946011,832594
482841,46549
446951,450383
202609,967635
881844,189081
446308,149823
482274,491591
66981,707907
494034,318851
300375,351278
477794,328489
414206,748554
948075,82341
406277,760120
590939,148694
905849,372893
230416,888018
175888,308257
666049,841430
134031,803676
443791,875728
626830,116406
875864,799385
930700,848330
445828,539587
769193,61441
486748,985647
946359,450870
531420,510857
839321,681623
620981,706271
322745,438152
390994,545634
270858,599911
630697,958792
917420,62798
889087,855156
973924,569698
710245,183372
918957,100163
632147,891994
648387,84534
941747,881427
586371,836761
946281,671397
481421,784484
73293,591976
20828,515430
836237,552363
103178,791845
637574,898476
796957,550662
74758,257817
720861,425563
35343,2306
131580,109999
433840,903336
663228,925546
462066,525943
924238,635365
348616,879794
408067,19742
203464,959786
30926,373443
578885,853220
456051,736640
734083,681591
640030,248130
694530,151395
863571,585433
976946,910874
772018,59022
201586,100316
924211,118980
218638,274183
32240,39945
489982,556664
879959,521687
727672,887698
737205,352004
525347,464013
283213,228375
942369,270908
936693,321490
949926,274805
939578,604432
629793,816268
424582,347558
916678,732319
899707,977458
175123,839201
654381,792202
902775,521980
321279,942626
468165,757108
320200,626386
78145,417738
419364,66521
476034,986035
299630,588062
1280,321311
120488,737987
415112,150652
380367,38479
671199,779188
870274,159641
699682,492064
933316,34780
410277,425353
222714,753212
583470,390280
375794,125205
324783,476702
550539,888023
199768,38572
694333,88534
850287,503375
733345,53541
165017,778069
537682,875018
746537,524781
481209,798458
426963,365636
994992,405768
755665,906687
75223,895857
684124,259610
753956,647173
689201,674467
822292,774259
494230,864995
917766,606202
303132,909868
342882,388736
841476,628247
735823,164315
224888,886624
546771,646970
434555,468357
771081,532253
3019,530376
134100,919857
331505,387770
786858,8060
888158,878810
479537,218101
937918,699695
113267,694218
432883,803044
226972,318268
190739,49827
207816,843137
383217,245022
646585,715499
906669,586245
139906,110249
182630,843559
629881,881170
939430,631687
733732,933221
27065,820117
806362,379688
164923,717892
180058,84138
612216,751602
696714,170248
560581,934692
218867,749873
143700,496797
754478,205308
418013,850613
27430,480715
722071,522903
666171,892074
648477,380413
232261,477924
320220,447348
682218,988254
857123,409471
415412,614127
556894,250508
263820,484041
6348,647800
295389,66454
889977,373682
277296,356857
738077,491173
539428,241008
179528,834361
752504,680099
617512,277480
707476,126578
127270,554526
896516,348320
567094,647037
42432,895095
307885,83358
942886,283214
829653,491679
95339,672650
739930,399809
757928,264349
905573,436358
152738,760348
965297,554183
781631,903159
18794,295841
919835,791928
228743,424001
456049,13326
468277,428823
619304,6291
655352,846978
841497,371972
721246,228688
705953,133339
272638,971875
275684,856661
872441,377630
255760,237575
630059,956987
922425,50255
368843,785177
631243,21105
208138,546331
71064,85084
136125,995932
81301,283904
280242,99016
66811,626423
17246,832131
113756,282402
204053,421928
934527,300282
649858,663808
608015,497144
278661,928450
3158,793024
526710,173857
903990,738595
554611,647470
811658,289527
261387,688741
637976,207688
233650,714893
804394,170223
725595,6351
66770,329073
967389,626660
210460,322396
746045,495176
554300,468721
908693,143145
201241,909843
122958,348564
810523,546578
24868,334201
394687,628738
462241,93301
747589,436017
131874,807969
222095,836916
870045,644417
785184,488925
372084,506373
259910,330242
982594,241578
641547,231694
648313,896076
334160,202810
330644,21219
50271,725363
911199,346831
124219,236132
577896,347448
827242,413215
114121,903515
594071,628595
684019,71181
963780,627654
107925,525618
558559,89392
823111,592150
844353,88153
402546,592901
921970,520633
144842,314373
41771,496503
506912,561311
210440,882600
58385,831466
801466,728190
445723,56143
647252,900024
443058,579237
499493,776783
588750,74690
204797,675016
738263,280923
482036,93665
107331,611023
631075,688746
167172,382268
403842,429810
285129,496528
616820,947086
898312,778049
862793,206049
854340,463093
303038,110084
753929,543719
307168,677779
802511,937363
755188,637696
798312,276470
630029,238467
330504,755143
731069,544714
417839,100574
888719,601409
600427,556038
473109,437477
424144,24530
896502,738221
190977,990461
884564,142881
410200,888125
6473,951874
666262,519922
527194,633658
702002,826238
555498,206355
509870,59105
829543,943877
697282,327919
656698,355331
937979,452280
149468,671911
34826,308777
680810,687015
41524,111940
545209,612513
253523,227031
775595,198252
93779,385461
740923,616790
785605,171728
727082,894676
366200,827118
644483,231547
638187,53641
750434,24561
13825,199874
726873,760972
409039,432482
211968,911171
77034,734200
514487,368462
197433,13015
959961,581804
977457,810910
199223,135892
351296,969245
992614,626345
953216,674087
490348,119024
45820,383098
332256,189472
874298,297839
841658,113853
882172,476946
754734,331055
518583,269378
188623,286555
565097,962590
454437,299404
739616,481525
686467,861494
871275,863528
569357,370606
929705,559532
709622,418283
543346,324121
8254,301131
417336,894365
701263,432828
692632,763855
576147,193878
527017,494523
811008,558504
221272,787015
362381,145876
477025,321639
824174,205336
47250,200336
96349,307152
430081,806940
781533,60327
946926,205998
452062,553953
647971,430932
413732,821559
298378,83816
456381,256424
458061,815733
535526,348869
375914,890734
967957,711628
758941,307615
901410,353883
148497,456340
114123,562794
669493,611921
210293,350689
120363,306194
64308,431906
138655,600403
225971,218173
984563,334301
343933,188063
206195,130499
8638,881327
350010,919063
976382,826681
441591,130578
695502,848020
380128,444142
626165,265092
258167,634229
953219,877330
236938,478013
114486,756958
950157,484262
137499,40210
864727,318524
783905,187645
203385,755801
243759,85373
658690,158784
945045,551789
606717,792966
465467,895231
359491,556795
86066,678930
779982,432284
685465,907731
596140,908905
549831,638441
530920,842270
907404,546366
124273,596807
76098,751849
417966,197952
209785,944763
351541,783233
967428,82252
99450,788783
102823,820830
983908,947718
505293,98539
619200,949685
425509,906021
965584,987091
581896,986973
115560,19499
552313,627790
413845,750131
60279,560140
741208,169859
19957,585335
403303,900678
695118,665645
560385,245812
761687,720740
70091,443305
920544,227305
279635,380644
743957,313651
624730,553315
702003,239376
757850,195877
671393,672135
276373,460571
1960,60173
518383,790191
212648,294156
115402,62321
838527,512223
656092,926633
415689,846997
552839,167038
991463,175820
954058,949495
812226,236485
906185,654315
940455,34155
40775,939450
549483,827223
999544,905812
643959,567992
225096,598389
96367,783448
613307,763593
431401,807757
643183,411159
634762,392376
903053,379527
3900,140825
379127,249126
616316,278303
158234,328666
216190,475877
82220,686889
777646,728048
397714,236253
912337,431440
151520,952852
708999,712954
671481,425696
770592,570030
394195,616709
861953,717853
988340,582272
952188,137690
244156,705500
480772,451910
151600,323381
794141,611320
355051,846038
335047,334786
363037,907603
46764,505855
775748,770704
396274,594399
829777,878370
663633,970870
974438,135105
904372,299310
81116,589532
48943,404750
58184,322186
726377,960011
717689,498703
224221,958027
778940,730001
964126,261150
111062,105310
434315,174193
373320,640822
185279,631622
573097,464830
602139,463386
878838,634259
665028,527693
512172,77212
688654,45078
887668,179484
643753,554777
91525,253679
5652,524210
802633,607626
868025,976419
120481,528312
568242,847704
410147,349367
198096,846866
115677,33815
464307,320154
692503,391548
821470,272690
819691,618955
135876,335350
962912,48496
199221,174075
300468,991056
161407,745590
601046,88666
624171,940387
692618,280948
413878,707909
815647,683954
677821,589196
948070,822686
560221,162156
654797,828043
471392,581521
105128,432761
404846,242917
241717,927867
447948,135680
176265,222518
4674,871145
842389,619967
742628,363250
987439,370734
318203,659062
843352,468393
877814,828505
914055,370640
999525,159335
408824,908387
630800,51435
772195,688578
956948,577448
821908,168657
776301,122963
598358,522624
392307,596980
301204,430311
180928,125314
41474,291755
935486,881855
687041,777449
605347,458432
361302,943702
419436,231638
930910,175023
373453,368569
935349,488710
86308,452305
969501,768690
870542,931992
778389,528773
892650,786871
338188,278124
97943,354995
917445,570671
558346,119809
395510,429870
658103,280753
481061,788146
573063,452664
941557,318823
351884,243417
59192,169700
388880,395282
228951,552674
161619,83265
484107,653590
187923,464923
433796,360347
334601,621095
608297,925202
853811,892773
724784,499943
188156,118910
187418,527875
547685,496539
856282,831263
835309,474391
337569,890770
465538,521561
846281,609365
937557,865386
640757,590888
264660,103337
352107,331206
136437,820338
34230,691504
411671,647745
673163,44635
99998,807463
104808,256644
344709,663574
332374,999108
312114,970274
937107,407176
98072,402973
184866,687718
33788,710749
343216,139095
227856,739564
992901,603914
62613,407495
144057,415379
866568,610854
918767,653866
92975,340396
62169,847957
839836,281660
253533,749267
194253,505903
376773,417033
149419,934874
831681,987331
134628,897157
672444,645467
924746,751550
384167,495175
387406,125275
764980,504676
241342,65581
231395,388048
397616,379256
5612,138883
861946,966652
308809,245281
425701,856461
202857,215132
186027,519344
990802,874621
602145,548932
87044,758423
683857,830309
998295,962368
690096,763439
331820,430403
163148,238439
636638,92872
348556,967659
227704,240844
998529,621470
401571,516239
843887,660965
632321,425927
76139,322845
818603,642918
328894,137110
331750,224447
289493,500252
819767,603012
8197,819449
925590,734885
829312,474931
582818,585100
374074,238947
277713,392499
180710,791427
338297,896747
867010,140412
414193,40753
817079,377302
721153,732243
